job_no,job_slug,salary_low_list,salary_high_list,desc_snippet,detail_fetched,job_name,cust_name,cust_url,appear_date,industry,employees,china_corp,job_description,job_category,salary,salary_min,salary_max,address_region,address_detail,landmark,need_emp,manage_resp,business_trip,work_shift,work_period_note,vacation_policy,start_working_day,accept_role,work_exp,edu,major,language,local_language,specialty,skill,certificate,driver_license,other_condition,group,desc_len,has_language,has_major,has_skill
12860955,7nnkr,30000,60000,"瑞昱半導體【科技專才創造力學程實習計劃】將提供本計劃實習生：
1. 科技專才培育：規劃實習同仁專屬五大面向課程，培養專業、開發思考與創造力。
2. 賦予研究專題與實質任務。
3. 科別專責輔導員：每位實習生設有專屬輔導者，協助專業學習及問題引導。",True,【2026年暑期實習】影像演算法開發,瑞昱半導體股份有限公司,https://www.104.com.tw/company/aexwm9k,2026/05/19,半導體製造業,7300人,False,"瑞昱半導體【科技專才創造力學程實習計劃】將提供本計劃實習生：
1. 科技專才培育：規劃實習同仁專屬五大面向課程，培養專業、開發思考與創造力。
2. 賦予研究專題與實質任務。
3. 科別專責輔導員：每位實習生設有專屬輔導者，協助專業學習及問題引導。

實習期間：於2026年7月至8月進行專案實習與活動安排。
實習時間：週一至週五8:30-17:30，週休二日。
實習地點：瑞昱新竹一廠、二/三廠及生醫廠。

招募對象：
大三(含)以上、碩士班或博士班之電子、電機、電信、電控、資工、資科等相關科系在學生，具下列任一條件者佳：
a. 對影像處理演算法熟悉或有興趣者。
b. 對多媒體、電腦週邊產品或演算法開發有濃厚興趣者。","演算法工程師, 軟體工程師, 韌體工程師","月薪30,000~60,000元",30000,60000,新竹市,新竹科學園區創新二路2號,,不限,,,日班,08:30~17:30,依公司規定,不限,學生實習,不拘,大學以上,"電機電子工程相關, 資訊工程相關, 通信學類",,,,,,,,basic,310,0,1,0
12880077,7o2bx,30000,60000,"瑞昱半導體【科技專才創造力學程實習計劃】將提供本計劃實習生：
1. 科技專才培育：規劃實習同仁專屬五大面向課程，培養專業、開發思考與創造力。
2. 賦予研究專題與實質任務。
3. 科別專責輔導員：每位實習生設有專屬輔導者，協助專業學習及問題引導。",True,【2026年暑期實習】數位IC驗證,瑞昱半導體股份有限公司,https://www.104.com.tw/company/aexwm9k,2026/05/19,半導體製造業,7300人,False,"瑞昱半導體【科技專才創造力學程實習計劃】將提供本計劃實習生：
1. 科技專才培育：規劃實習同仁專屬五大面向課程，培養專業、開發思考與創造力。
2. 賦予研究專題與實質任務。
3. 科別專責輔導員：每位實習生設有專屬輔導者，協助專業學習及問題引導。

實習期間：於2026年7月至8月進行專案實習與活動安排。
實習時間：週一至週五8:30-17:30，週休二日。
實習地點：瑞昱新竹一廠、二/三廠及生醫廠。

招募對象：
大三(含)以上、碩士班或博士班之電子、電機、電信、電控、資工、資科等相關科系在學生，具下列任一經驗者佳：
Verification for microprocessor designs. Desired skills and experience includes:
1. Experience in processor design verification: test planning, testbench development, and documentation
2. Knowledge of assembly language, C/C++ and/or SystemVerilog
3. Knowledge of SVA or UVM methodology for block and top level verification
4. Formal property checking/formal verification methodologies
5. Proficiency in scripting languages such as Python/Perl","數位IC設計工程師, 電子工程師","月薪30,000~60,000元",30000,60000,新竹市,新竹科學園區創新二路2號,,不限,,,日班,08:30~17:30,依公司規定,不限,學生實習,不拘,大學以上,"電機電子工程相關, 資訊工程相關, 通信學類",,,,,,,,basic,705,0,1,0
15188135,91j8n,210,9999999,"1. 進行場域驗證設計相關
2. 3DGS技術前期研究與開發相關
",True,【2026暑期實習專區】文化科技中心/AI應用工程實習生(台北),資策會_財團法人資訊工業策進會,https://www.104.com.tw/company/2byd7nl,2026/05/20,電腦軟體服務業,2000人,False,"1. 進行場域驗證設計相關
2. 3DGS技術前期研究與開發相關
","軟體助理工程師, 實習生／工讀生, AI工程師",時薪210元以上,210,9999999,台北市松山區,民生東路四段133號2樓,,1~2人,,,日班,,依公司規定,不限,"應屆畢業生, 日間就讀中, 學生實習",不拘,大學、碩士,資訊工程相關,,,,,,,"此為暑期實習職缺，實習期間7/1~8/31，一周至少排班三天。
實習結束後表現良好者可延長合約期限或轉為本會不定期月薪人員。",hourly_above,33,0,1,0
15196735,91pvj,210,9999999,"1.專案執行與行政支援 
   • 協助數位人才培育或認證相關專案之執行
   • 參與AIGC工具應用案例與相關內容整理
   • 支援文件整理、簡報彙整與行政作業 
2.資料蒐集與分析 
   • 蒐集AI趨勢、AI人才發展相關資料與案例 
   • 協助數據整理、基礎分析與視覺化呈現（圖表、簡報） 
3.培訓活動支援 
   • 支援講座、課程或專案活動執行 
4.其他主管交辦事項",True,【2026暑期實習專區】AI應用實習生,資策會_財團法人資訊工業策進會,https://www.104.com.tw/company/2byd7nl,2026/05/19,電腦軟體服務業,2000人,False,"1.專案執行與行政支援 
   • 協助數位人才培育或認證相關專案之執行
   • 參與AIGC工具應用案例與相關內容整理
   • 支援文件整理、簡報彙整與行政作業 
2.資料蒐集與分析 
   • 蒐集AI趨勢、AI人才發展相關資料與案例 
   • 協助數據整理、基礎分析與視覺化呈現（圖表、簡報） 
3.培訓活動支援 
   • 支援講座、課程或專案活動執行 
4.其他主管交辦事項","助教, 實習生／工讀生",時薪210元以上,210,9999999,台北市大安區,台北市106和平東路二段106號,距捷運科技大樓站約200公尺,1人,,,日班,,假日,不限,"應屆畢業生, 日間就讀中, 原住民, 學生實習",不拘,大學、碩士,,,,,"AI, 人工智慧",,,"此為暑期實習職缺，實習期間7/1~8/31，一周至少排班三天。
實習結束後表現良好者可延長合約期限或轉為本會不定期月薪人員。",hourly_above,195,0,0,1
15172928,917i8,32000,34000,"實習期間 : 2026/7/2-2026/8/31，週一至週五，二個月。
1.永續相關專案執行
2.協助永續資訊揭露，包含協助報告書撰寫及國內外評比及獎項參與作業
3.協助推動公司內部永續文化
4.其他交辦事項執行",True,【2026暑期實習】永續創新發展部實習生,(總公司)南山人壽保險股份有限公司,https://www.104.com.tw/company/59glysw,2026/05/19,人身保險業,4000人,False,"實習期間 : 2026/7/2-2026/8/31，週一至週五，二個月。
1.永續相關專案執行
2.協助永續資訊揭露，包含協助報告書撰寫及國內外評比及獎項參與作業
3.協助推動公司內部永續文化
4.其他交辦事項執行","核保／保險內勤人員, 永續管理師, 實習生／工讀生","月薪32,000~34,000元",32000,34000,台北市信義區,莊敬路168號,距捷運台北101/世貿站約220公尺,1人,,,日班,,假日,不限,日間就讀中,不拘,大學、碩士,商業及管理學科類,英文（聽:中等/說:中等/讀:中等/寫:中等）、中文（聽:精通/說:精通/讀:精通/寫:精通）,,,"專案時間╱進度控管, 專案規劃執行╱範圍管理, 專案溝通╱整合管理, 專案管理架構及專案說明, 保險經營理論與實務",,,"實習說明:
•招募對象:大學或研究所在學生
•本學期實習期間:7/2-8/31，週一至週五 8:30-17:00 
1.歡迎對國內外永續發展現況及趨勢有興趣之實習生加入
2.具金融業永續推動經驗或永續相關證照尤佳
3.關鍵特質：對永續抱持熱情，主動積極、擅溝通及團隊合作
4.語文能力：英文讀寫能力佳",high,107,1,1,1
14511936,8n1hc,31000,9999999,"1.企業贈品規劃專案
2.進行市場與競品贈品調查
3.發想3款以上企業贈品創意提案
4.撰寫概念說明與品牌連結邏輯
5.視覺延伸設計專案
6.協助包裝、卡片、說明書等視覺設計
7.協助設計稿整理與打樣溝通

◖Q種子 暑期實習計畫介紹◗
明基材料",True,【2026 Q種子暑期實習】企業行銷專案實習生,明基材料股份有限公司,https://www.104.com.tw/company/7lpb6fk,2026/05/21,光電產業,3000人,False,"1.企業贈品規劃專案
2.進行市場與競品贈品調查
3.發想3款以上企業贈品創意提案
4.撰寫概念說明與品牌連結邏輯
5.視覺延伸設計專案
6.協助包裝、卡片、說明書等視覺設計
7.協助設計稿整理與打樣溝通

◖Q種子 暑期實習計畫介紹◗
明基材料將提供同學們暑期實習的機會，有專屬一對一Mentor制度替您點亮職涯的第一盞明燈，過程中你將可以擁有與正式員工同等的福利制度、線上多元學習平台等等；表現優秀之實習生更可以在畢業前取得優先任職機會！

◖實習生活介紹◗
1.專屬訓練課程❱ 多元教育訓練，提升未來求職競爭力
2.實習生交流坊❱ 跨校及跨部門交流活動，強化職涯視野
3.專案式實習❱ 專案參與與執行專案，期末成果發表會
4.貼心福利 ❱ 午晚餐費補助、桃園廠活力館、舒壓按摩與物理治療服務
5.多元活動 ❱ 不定期運動賽事、家庭日、教育訓練與多樣性體驗課程

◖暑期實習資訊◗
1.實習期間 ❱ 2026/7/1-2026/8/31，共2個月
2.實習薪資 ❱ 31,000元以上（實際依學歷及合作模式進行核敘）
3.實習對象 ❱ 大三以上、碩士（含應屆畢業生）
4.實習地點 ❱ 桃園總部","行銷企劃, 產品行銷企劃, 行銷助理","月薪31,000元以上",31000,9999999,桃園市龜山區,建國東路29號,,不限,,,日班,8:00-17:00,假日,不限,"應屆畢業生, 日間就讀中, 夜間就讀中, 外籍人士, 原住民, 學生實習, 僑生",不拘,大學、碩士,,,,,,,,"1.設計、行銷、品牌管理、視覺傳達等相關科系佳
2.對品牌經營與企業贈品創意發想具高度興趣
3.具備基本設計能力（Illustrator / Photoshop / Canva 等）
4.具備簡報製作與視覺整合能力
5.個性主動積極、具責任感與良好溝通能力",high,499,0,0,0
13907959,8a3g7,30000,60000,"瑞昱半導體【科技專才創造力學程實習計劃】將提供本計劃實習生：
1. 科技專才培育：規劃實習同仁專屬五大面向課程，培養專業、開發思考與創造力。
2. 賦予研究專題與實質任務。
3. 科別專責輔導員：每位實習生設有專屬輔導者，協助專業學習及問題引導。",True,【2026年暑期實習】資訊技術開發,瑞昱半導體股份有限公司,https://www.104.com.tw/company/aexwm9k,2026/05/19,半導體製造業,7300人,False,"瑞昱半導體【科技專才創造力學程實習計劃】將提供本計劃實習生：
1. 科技專才培育：規劃實習同仁專屬五大面向課程，培養專業、開發思考與創造力。
2. 賦予研究專題與實質任務。
3. 科別專責輔導員：每位實習生設有專屬輔導者，協助專業學習及問題引導。

實習期間：於2026年7月至8月進行專案實習與活動安排。
實習時間：週一至週五8:30-17:30，週休二日。
實習地點：瑞昱新竹一廠、二/三廠及生醫廠。

招募對象：
大三(含)以上、碩士班或博士班之資工、資科等相關科系在學生，具下列任一條件者佳：
a. 具備以下任一程式語言基礎 Python, HTML, CSS, PHP, Flask API, NLP, SQL, C#
b. 對IC設計產業商業流程系統設計有興趣者

職務說明：
a. 開發網路文件爬蟲程式、前後端網頁服務、生成式AI prompting engineering
b. 使用RPA開發作業流程、供應鏈B2B系統建構","資料科學家, 資料工程師, 數據分析師／資料分析師","月薪30,000~60,000元",30000,60000,新竹市,新竹科學園區創新二路2號,,不限,,,日班,08:30~17:30,依公司規定,不限,學生實習,不拘,大學以上,"資訊工程相關, 資訊管理相關",,,,,,,,basic,420,0,1,0
15086080,8zchs,210,210,"Position Summary
You will join our Market Access team in Taiwan for a paid summer internship. You will support research,",True,Market Access Summer Intern---暑期實習,荷商葛蘭素史克藥廠股份有限公司台灣分公司,https://www.104.com.tw/company/13xmcofk,2026/03/13,藥品製造業,330人,False,"Position Summary
You will join our Market Access team in Taiwan for a paid summer internship. You will support research, data analysis, and stakeholder engagement to help improve patient access to healthcare. You will work with colleagues across access, medical, and commercial teams. We value learners who ask questions, take initiative, and communicate clearly. This role offers hands-on experience, professional growth, and the chance to contribute to work that supports GSK’s mission of uniting science, technology and talent to get ahead of disease together.

Responsibilities
This role will provide YOU the opportunity to lead key activities to progress YOUR career. These responsibilities include some of the following:
- Help gather and analyse market and policy information that affects patient access and pricing.
- Support preparation of simple briefing materials, slide decks and summary reports for internal teams.
- Assist with mapping stakeholders and tracking policy or payer developments.
- Work with colleagues to prepare local adaptations of value messages or health economic evidence.
- Support data collection and basic analysis for health economics, outcomes research or real-world evidence projects.
- Contribute to small projects that improve internal processes or team workflows.

Why you?
Workplace arrangement: This position is on-site in Taiwan with a possibility of hybrid days, depending on team needs. Candidates must be available for the full summer internship period as agreed with the hiring manager.

Basic Qualification
We are seeking professionals with the following required skills and qualifications to help us achieve our goals
- Enrolled in or recently graduated from a bachelor’s or master’s degree in pharmacy, public health, health economics, life sciences, business, or related field.
- Strong written and spoken English and Chinese (Mandarin) communication skills.
- Comfortable working with Microsoft Office, especially PowerPoint and Excel.
- Interest in healthcare policy, pricing, market access, or health economics.
- Ability to work in a team, take direction, and manage small tasks independently.
- Right to work in Taiwan and available for the full internship period.

Preferred Qualification
If you have the following characteristics, it would be a plus
- Some coursework or exposure to health economics, HTA (health technology assessment) or real-world evidence.
- Experience with basic data analysis or visualisation tools (for example Excel pivot tables, charts).
- Prior internship or project experience in pharmaceutical, healthcare, or policy environments.
- Comfortable presenting findings to small groups.
- Curious mindset and willingness to learn quickly in a fast-paced environment.
- Bilingual ability including English and another local language beyond Mandarin.

What we offer
You will gain practical experience in market access and learn from experienced colleagues. You will be supported to develop new skills and expand your professional network. We encourage feedback, open communication, and learning throughout your internship.

How to apply
If this role sounds like a fit, please apply and include your CV and a short note telling us why you are interested and what you hope to learn this summer. We look forward to hearing from you.

Intern Duration : 
-Summer : Full time ( July / August )

Term
PT : TWD 210/ Hour 
Full Time : TWD 33,600 / Month",專案助理,時薪210元,210,210,台北市中正區,忠孝西路一段66號23樓,距捷運台北車站約250公尺,1人,,,日班,,依公司規定,不限,學生實習,不拘,大學以上,,英文（聽:精通/說:精通/讀:精通/寫:精通）,,,,,,,hourly_above,3424,1,0,0
15154151,90t0n,220,9999999,"對於出社會感到迷惘嗎？怕學用落差影響到未來嗎？不用擔心，Qnity(杜邦)2026暑期實習計畫開跑啦！你一定不能錯過！

★【公司介紹】
Qnity 啟諾迪（杜邦電子事業）是全球領先的半導體材料與技術供應商。

我們擁有：
全球10,000+員工",True,【2026暑期實習計畫-總務/資產管理類】台北辦公室 President Office 投遞履歷專區,Qnity_台灣杜邦股份有限公司,https://www.104.com.tw/company/5gxazyx,2026/05/18,其他相關製造業,1200人,False,"對於出社會感到迷惘嗎？怕學用落差影響到未來嗎？不用擔心，Qnity(杜邦)2026暑期實習計畫開跑啦！你一定不能錯過！

★【公司介紹】
Qnity 啟諾迪（杜邦電子事業）是全球領先的半導體材料與技術供應商。

我們擁有：
全球10,000+員工、據點遍布80+國家
深厚材料科學與先進製造技術
參與晶片製造、先進封裝、熱管理等關鍵技術

在台灣，我們持續深耕半導體產業，
擁有工廠、研發中心與創新據點，
並與在地產業共同推動全球市場發展。

加入我們，你將直接參與「下一代科技」的誕生。

★【2026暑期實習計畫】
實習期間 : 7/1-8/31
暑期實習職缺，涵蓋R&D/Facility/Manufacturing/Process/Business Support/Supply Chain/Logistics/EHS/marketing部門。
多元的實習機會提供同學探索未來的就業版圖。

★【實力養成】
一對一導師制度
工廠及事業體介紹
個人專案計畫
結業成果發表

★【實習工作內容】
1. Inventory & Asset Tracking – conduct a fix asset tracking and determine to be reuse or discard.
2. Assist with move coordination to ensure department reach the correct destination at new site.
3. Vendor Coordination and workplace solution planning.
4. Help draft internal move announcements, update FAQ documents for employees, and notify external stakeholders of the address change
辦公室搬遷專案：
固定資產盤點與管理
辦公室搬遷協調
廠商溝通與空間規劃
公告與文件撰寫
此實習部門同時也負責廠房及辦公室租賃。

 ★【實習條件】
實習期間需滿6-8週
至少大二升大三之學士/碩士/博士科系不限
具都市發展/建築相關/室內設計相關科系及背景者尤佳
其他加分條件:
熟悉AutoCAD
物業管理經驗
熟悉MS應用

 ★【實習地點】
杜邦台北辦公室

★【實習薪資】
學士時薪: 220元
碩士時薪: 240元
博士時薪: 260元

報名期限至2026/5/15，請勿重複投遞，投遞履歷時請加註您欲申請之地點與單位。","總務, 實習生／工讀生, 財務會計助理",時薪220元以上,220,9999999,台北市松山區,台北市敦化北路167 號13 樓,距捷運台北小巨蛋站約400公尺,1人,,,日班,8:30-17:30,依公司規定,不限,"應屆畢業生, 日間就讀中, 學生實習",不拘,大學以上,"室內藝術相關, 都巿規劃相關, 其他建築及都市規劃學類",,,,,,,"熟悉AutoCAD
物業管理經驗
熟悉MS應用
",hourly_above,1103,0,1,0
15162543,90zhr,30090,32000,"【實習內容】 
1. 協助IPO、SPO送件
2. 協助IPO、SPO爭取案件簡報製作

【實習條件】 
1.學歷：大三(含)以上
2.科系：財務會計相關科系
3.加分條件：曾於事務所實習、承銷商實習者，會開車者尤佳

【實習期間】
115/7/",True,[115年暑期實習] 資本市場部實習生(實習僅能選擇一項投遞),統一綜合證券股份有限公司,https://www.104.com.tw/company/anzi8ns,2026/05/17,證券及期貨業,1500人,False,"【實習內容】 
1. 協助IPO、SPO送件
2. 協助IPO、SPO爭取案件簡報製作

【實習條件】 
1.學歷：大三(含)以上
2.科系：財務會計相關科系
3.加分條件：曾於事務所實習、承銷商實習者，會開車者尤佳

【實習期間】
115/7/1-115/8/31 (每週一至五全天)

【實習薪資】
大學$30,090元/月、碩士$32,000元/月，含勞保勞退及團保(全天實習享伙食津貼)

【實習地點】
統一證券總公司大樓-台北市松山區東興路8號(近捷運南京三民站)",實習生／工讀生,"月薪30,090~32,000元",30090,32000,台北市松山區,東興路8號,距捷運南京三民站約170公尺,1人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,,不拘,大學、碩士,"財稅金融相關, 會計學相關",,,,,,, ,high,237,0,1,0
15192549,91mn9,210,9999999,"1.執行AI模型與應用開發：具備視覺、音訊分析、生成式AI與RAG等模型應用開發經驗，熟悉資料前處理、模型使用與優化流程。 
2.執行系統開發與整合：具備程式能力（Python、Unity、Unreal、Web、C#、C++等），可進行API串接、前後端整合、資料流處理與服務部署。 
3.執行技術實作與系統優化：能進行數位雙生與互動應用開發，包含現場執行（展演／策展）、系統測試、效能優化與問題排除，並具Git版本控制與開發流程概念。
4.協助研究與技術報告文件撰寫練習。


",True,【2026暑期實習專區】文化科技中心/AI數位轉譯實習生(台北),資策會_財團法人資訊工業策進會,https://www.104.com.tw/company/2byd7nl,2026/05/22,電腦軟體服務業,2000人,False,"1.執行AI模型與應用開發：具備視覺、音訊分析、生成式AI與RAG等模型應用開發經驗，熟悉資料前處理、模型使用與優化流程。 
2.執行系統開發與整合：具備程式能力（Python、Unity、Unreal、Web、C#、C++等），可進行API串接、前後端整合、資料流處理與服務部署。 
3.執行技術實作與系統優化：能進行數位雙生與互動應用開發，包含現場執行（展演／策展）、系統測試、效能優化與問題排除，並具Git版本控制與開發流程概念。
4.協助研究與技術報告文件撰寫練習。


","軟體助理工程師, 實習生／工讀生, AI工程師",時薪210元以上,210,9999999,台北市松山區,民生東路四段133號2樓,,1~2人,,,日班,,依公司規定,不限,"應屆畢業生, 日間就讀中, 學生實習",不拘,大學、碩士,,,,,"AI, AI圖像生成",,,"1.對音樂科技、文化科技或AI應用具興趣者佳
2.能獨立查資料解決問題，具備prototype快製、問題分析與debug能力
3.學校如有實習合約簽約需求敬請提前告知。

",hourly_above,240,0,0,1
15117710,900we,30500,30500,"【我們在尋找這樣的你，加入和碩團隊! 】
-對科技有熱情，想把想法變成實際成果
-不怕挑戰，願意跳出舒適圈學習成長
-主動積極，期待在實戰中累積職場經驗

【工作內容】
1. 參與軟體開發流程學習
2. 小功能模組開發
3. 培養問題查找與解決能力",True,【2026暑期實習生】軟體開發工程師實習生(資訊/電子),和碩集團_和碩聯合科技股份有限公司,https://www.104.com.tw/company/d6gs5o8,2026/05/21,電腦及其週邊設備製造業,6000人,False,"【我們在尋找這樣的你，加入和碩團隊! 】
-對科技有熱情，想把想法變成實際成果
-不怕挑戰，願意跳出舒適圈學習成長
-主動積極，期待在實戰中累積職場經驗

【工作內容】
1. 參與軟體開發流程學習
2. 小功能模組開發
3. 培養問題查找與解決能力","軟體工程師, 韌體工程師","月薪30,500元",30500,30500,台北市北投區,,,1~2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,"應屆畢業生, 學生實習",不拘,大學、碩士,"資訊工程相關, 電機電子工程相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,資訊/電子相關背景,high,124,1,1,0
15038082,8ybgi,35000,40000,"參與 5G 通訊模組開發，並主導「AI 賦能專案管理」計畫，探索如何將 Gen-AI 技術導入實際工作流程。


【工作職責】
● 專案控管： 協助 SPM 追蹤 5G 模組軟體開發進度與議題管理。
● 跨部門協作： 與研發團隊溝通，並將流程改善成果落地應用。
● AI 流程優化： 識別專案管理中的重複性工作，運用 AI 工具或 Script 進行自動化改善。
",True,2026【仁寶暑期實習】5G模組軟體專案管理實習生 (SPM Intern),仁寶電腦工業股份有限公司,https://www.104.com.tw/company/9qzgnew,2026/05/18,電腦及其週邊設備製造業,9000人,False,"參與 5G 通訊模組開發，並主導「AI 賦能專案管理」計畫，探索如何將 Gen-AI 技術導入實際工作流程。


【工作職責】
● 專案控管： 協助 SPM 追蹤 5G 模組軟體開發進度與議題管理。
● 跨部門協作： 與研發團隊溝通，並將流程改善成果落地應用。
● AI 流程優化： 識別專案管理中的重複性工作，運用 AI 工具或 Script 進行自動化改善。
","實習生／工讀生, 軟體工程師, 軟韌體測試工程師","月薪35,000~40,000元",35000,40000,台北市內湖區,瑞光路581號,距捷運西湖站約270公尺,2人,,,日班,8:00-17:00,假日,不限,學生實習,不拘,碩士,"通信學類, 資訊管理相關, 統計學相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"● 熟悉 文書處理、試算表及簡報軟體。
● 對科技產品開發流程 (NPI) 有高度興趣。
● 對「利用科技改善工作效率」有強烈熱忱者。
● 具備良好的英語讀寫能力 (TOEIC 700分以上尤佳)。
● 積極主動，具備解決問題的熱忱。
● 加分：基礎程式能力以實現自動化。
● 加分：熟悉生成式 AI 工具應用 (ChatGPT/Gemini/Copilot)，具備 Prompt Engineering 技巧。
● 加分：熟悉專案管理工具 (Jira) 或版本控制概念 (Git)。
",high,182,1,1,0
15113911,8zxyv,30500,30500,"【我們在尋找這樣的你，加入和碩團隊! 】
-對科技有熱情，想把想法變成實際成果
-不怕挑戰，願意跳出舒適圈學習成長
-主動積極，期待在實戰中累積職場經驗

【工作內容】
1. 參與軟體開發流程學習
2. 小功能模組開發
3. 培養問題查找與解決能力",True,【2026暑期實習生】軟體開發工程師實習生(資訊/電子),和碩集團_和碩聯合科技股份有限公司,https://www.104.com.tw/company/d6gs5o8,2026/05/19,電腦及其週邊設備製造業,6000人,False,"【我們在尋找這樣的你，加入和碩團隊! 】
-對科技有熱情，想把想法變成實際成果
-不怕挑戰，願意跳出舒適圈學習成長
-主動積極，期待在實戰中累積職場經驗

【工作內容】
1. 參與軟體開發流程學習
2. 小功能模組開發
3. 培養問題查找與解決能力","軟體工程師, 韌體工程師","月薪30,500元",30500,30500,台北市北投區,,,1~2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,"應屆畢業生, 學生實習",不拘,大學、碩士,"資訊工程相關, 電機電子工程相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,資訊/電子相關背景,high,124,1,1,0
15180601,91dfd,29500,9999999,"實習內容：
1.以數據分析為核心，產出分析報表與視覺化圖表協助商業決策，提供現行商業模式洞察分析及優化建議
2.運用Python建置、導入與優化分析模型，進行精準行銷或風險控管等應用
3.國內外同業數位平台調研，並依公司現況提出優化方案
4.協助",True,暑期實習生 - 數位數據部,合作金庫人壽保險股份有限公司(總公司),https://www.104.com.tw/company/dbgeqqo,2026/05/08,人身保險業,280人,False,"實習內容：
1.以數據分析為核心，產出分析報表與視覺化圖表協助商業決策，提供現行商業模式洞察分析及優化建議
2.運用Python建置、導入與優化分析模型，進行精準行銷或風險控管等應用
3.國內外同業數位平台調研，並依公司現況提出優化方案
4.協助數位專案的規劃、工具測試與落地執行，確保產品符合使用者需求","數據分析師／資料分析師, 資料工程師, 資料科學家","月薪29,500元以上",29500,9999999,台北市中山區,南京東路二段85號5樓,距捷運松江南京站約110公尺,1人,不需負擔管理責任,無需出差外派,日班,9:00~18:00,週休二日,不限,"日間就讀中, 學生實習",不拘,大學、碩士,"商業及管理學科類, 資訊工程相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"1.多益750分以上為佳。
2.熟悉 Excel（如樞紐分析、函數運用）、Word與PPT。
3.能使用Python進行資料分析與建模。
4.對數據分析與數位領域有高度興趣。
5.主動積極的溝通協調能力，具團隊合作經驗佳。
6.曾使用 Tableau、Power BI 或其他BI工具。",basic,152,1,1,0
15171154,9164y,220,9999999,"對於出社會感到迷惘嗎？怕學用落差影響到未來嗎？不用擔心，杜邦2026暑期實習計畫開跑啦！你一定不能錯過！

★【公司介紹】
杜邦於70個國家擁有經營據點，是全球第二大的化工公司。在科學與創新的基礎上，開發更智慧化、快速的電子產品，為智慧城市、電動",True,【2026暑期實習計畫-桃園/大園/新竹/竹南】Supply Chain_投遞履歷專區,Qnity_台灣杜邦股份有限公司,https://www.104.com.tw/company/5gxazyx,2026/05/18,其他相關製造業,1200人,False,"對於出社會感到迷惘嗎？怕學用落差影響到未來嗎？不用擔心，杜邦2026暑期實習計畫開跑啦！你一定不能錯過！

★【公司介紹】
杜邦於70個國家擁有經營據點，是全球第二大的化工公司。在科學與創新的基礎上，開發更智慧化、快速的電子產品，為智慧城市、電動汽車和自動駕駛提供關鍵零組件。
近年來，杜邦持續結合生物科學、材料科學及資訊科學等三大領域，將各項科技及高品質產品引進國內；積極與國內企業合作，共同開發國內及國際市場，朝向知識密集的產業發展。

★【2026暑期實習計畫】
實習期間 : 7/1-8/31
暑期實習職缺，涵蓋研發、製造、業務，以及代表杜邦公司文化的DE&I（多元、公平和包容）等部門。多元的實習機會提供同學探索未來的就業版圖。

★【實力養成】
一對一導師制度
工廠及事業體介紹
個人專案計畫
結業成果發表

★【實習工作內容】
Work on real and meaningful supply chain projects (planning, analysis, process improvement) with clear business impact, building early stage talent pipeline.
參與實際且具商業影響力的供應鏈專案，包含：
-規劃（Planning）
-數據與營運分析（Analysis）
-流程改善（Process Improvement）

透過實務專案培育早期人才（Early-stage Talent），建立供應鏈菁英人才培育管道。

 ★【實習條件】
實習期間需滿6-8週
至少大二升大三之學士/碩士/博士之在學學生 (應屆畢業生，需附入學證明)。
科系：供應鏈管理或相關科系，具備良好的分析思維，並對供應鏈領域具高度學習興趣

 ★【實習地點，以下地點皆可】
杜邦桃園：桃園市桃園區興邦路45號
杜邦大園：桃園市大園區中山北路280巷6號
杜邦新竹：新竹市科學園區力行四路2號
杜邦竹南：苗栗縣竹南鎮科西二路6號

★【實習薪資】
學士時薪: 220元
碩士時薪: 240元
博士時薪: 260元

報名期限至2026/05/31，請勿重複投遞，投遞履歷時請加註您欲申請之地點與單位。","供應鏈管理人員, 營運管理師／系統整合／ERP專案師, 實習生／工讀生",時薪220元以上,220,9999999,新竹市,新竹市科學園區力行四路2號,,2人,,,日班,上班時間依照各部門需求,依公司規定,不限,"應屆畢業生, 日間就讀中, 夜間就讀中, 學生實習",不拘,大學以上,"運輸管理相關, 市場行銷相關, 企業管理相關",,,,,,,供應鏈管理或相關科系，具備良好的分析思維，並對供應鏈領域具高度學習興趣,hourly_above,937,0,1,0
